episode, 	score, 	total_loss, 	actor_loss, 	critic_loss, 	entropy
2009, 	0.000000, 	-0.012492, 	-0.015405, 	0.000031, 	2.229859
2010, 	0.000000, 	-0.003250, 	-0.003468, 	0.000004, 	2.230250
2011, 	0.000000, 	-0.007787, 	-0.009402, 	0.000018, 	2.230679
2012, 	0.200000, 	-0.012096, 	-0.028853, 	0.000170, 	2.227000
2013, 	0.000000, 	-0.004371, 	-0.025105, 	0.000210, 	2.226509
2014, 	0.000000, 	-0.014747, 	-0.020115, 	0.000056, 	2.226925
2015, 	0.000000, 	-0.014102, 	-0.020767, 	0.000069, 	2.227550
2016, 	0.000000, 	-0.000461, 	-0.000792, 	0.000006, 	2.228236
2017, 	0.000000, 	-0.005119, 	-0.005404, 	0.000005, 	2.228822
2018, 	0.000000, 	0.007753, 	0.007014, 	0.000010, 	2.229114
2019, 	0.000000, 	0.004902, 	0.003218, 	0.000019, 	2.229252
2020, 	0.000000, 	0.034710, 	0.022693, 	0.000122, 	2.229415
2021, 	0.000000, 	-0.000451, 	-0.001438, 	0.000012, 	2.229145
2022, 	0.000000, 	0.021201, 	0.016655, 	0.000048, 	2.229040
2023, 	0.000000, 	-0.014744, 	-0.028062, 	0.000135, 	2.228578
2024, 	0.000000, 	0.000165, 	-0.000824, 	0.000012, 	2.228433
2025, 	0.000000, 	0.022779, 	0.018760, 	0.000042, 	2.228369
2026, 	0.000000, 	-0.008054, 	-0.009722, 	0.000019, 	2.228669
2027, 	0.100000, 	-0.008175, 	-0.010438, 	0.000025, 	2.228973
2028, 	0.000000, 	-0.011809, 	-0.016099, 	0.000045, 	2.228944
2029, 	0.000000, 	-0.016039, 	-0.030495, 	0.000147, 	2.229101
2030, 	0.000000, 	-0.010086, 	-0.012979, 	0.000031, 	2.229390
2031, 	0.000000, 	-0.008820, 	-0.011059, 	0.000025, 	2.229846
2032, 	0.000000, 	-0.007035, 	-0.008026, 	0.000012, 	2.230405
2033, 	0.000000, 	-0.000573, 	-0.001344, 	0.000010, 	2.230924
2034, 	0.000000, 	0.000435, 	0.000345, 	0.000003, 	2.231390
2035, 	0.000000, 	-0.002005, 	-0.002919, 	0.000011, 	2.231778
2036, 	0.000000, 	0.000890, 	0.000808, 	0.000003, 	2.232152
2037, 	0.000000, 	-0.004822, 	-0.005017, 	0.000004, 	2.232391
2038, 	0.000000, 	0.000459, 	0.000568, 	0.000001, 	2.232625
2039, 	0.000000, 	-0.003379, 	-0.003386, 	0.000002, 	2.232881
2040, 	0.000000, 	-0.000756, 	-0.000704, 	0.000002, 	2.233142
2041, 	0.000000, 	-0.000682, 	-0.000711, 	0.000003, 	2.233446
2042, 	0.000000, 	0.004954, 	0.004364, 	0.000008, 	2.233751
2043, 	0.100000, 	-0.000884, 	-0.000908, 	0.000002, 	2.232501
2044, 	0.000000, 	-0.011182, 	-0.014460, 	0.000035, 	2.232204
2045, 	0.000000, 	-0.013010, 	-0.018214, 	0.000054, 	2.232358
2046, 	0.100000, 	-0.007737, 	-0.009708, 	0.000022, 	2.232700
2047, 	0.000000, 	-0.009900, 	-0.013632, 	0.000040, 	2.232683
2048, 	0.000000, 	-0.008563, 	-0.010335, 	0.000020, 	2.233093
2049, 	0.000000, 	-0.006881, 	-0.008926, 	0.000023, 	2.233295
2050, 	0.000000, 	-0.004919, 	-0.006797, 	0.000021, 	2.233557
2051, 	0.000000, 	-0.006487, 	-0.008289, 	0.000020, 	2.233987
2052, 	0.000000, 	0.003944, 	0.002571, 	0.000016, 	2.234309
2053, 	0.000000, 	0.015160, 	0.011867, 	0.000035, 	2.234377
2054, 	0.000000, 	0.003754, 	0.003366, 	0.000006, 	2.234247
2055, 	0.000000, 	-0.005517, 	-0.006073, 	0.000008, 	2.234243
2056, 	0.000000, 	0.003590, 	0.003089, 	0.000007, 	2.234234
2057, 	0.000000, 	-0.003927, 	-0.004259, 	0.000006, 	2.234162
2058, 	0.100000, 	-0.002734, 	-0.005294, 	0.000028, 	2.231998
2059, 	0.000000, 	-0.012587, 	-0.018953, 	0.000066, 	2.230597
2060, 	0.000000, 	-0.013446, 	-0.016761, 	0.000035, 	2.229843
2061, 	0.100000, 	-0.001297, 	-0.002895, 	0.000018, 	2.229311
2062, 	0.000000, 	-0.007530, 	-0.009024, 	0.000017, 	2.229516
2063, 	0.000000, 	-0.007710, 	-0.009093, 	0.000016, 	2.229901
2064, 	0.100000, 	0.013982, 	0.009950, 	0.000043, 	2.231390
2065, 	0.000000, 	-0.007942, 	-0.008988, 	0.000013, 	2.231846
2066, 	0.000000, 	-0.006316, 	-0.007065, 	0.000010, 	2.232336
2067, 	0.000000, 	-0.007661, 	-0.008952, 	0.000015, 	2.232798
2068, 	0.100000, 	0.011794, 	0.010034, 	0.000020, 	2.232196
2069, 	0.000000, 	-0.001217, 	-0.018540, 	0.000175, 	2.231468
2070, 	0.000000, 	-0.011846, 	-0.014440, 	0.000028, 	2.231332
2071, 	0.000000, 	-0.008615, 	-0.009756, 	0.000014, 	2.231271
2072, 	0.000000, 	-0.010661, 	-0.012616, 	0.000022, 	2.231385
2073, 	0.000000, 	-0.008691, 	-0.010378, 	0.000019, 	2.231694
2074, 	0.000000, 	-0.007462, 	-0.008442, 	0.000012, 	2.232035
2075, 	0.000000, 	-0.002149, 	-0.003476, 	0.000015, 	2.232366
2076, 	0.000000, 	0.005828, 	0.005566, 	0.000005, 	2.232627
2077, 	0.000000, 	0.005468, 	0.005102, 	0.000006, 	2.232886
2078, 	0.000000, 	0.033688, 	0.024349, 	0.000096, 	2.233222
2079, 	0.000000, 	0.002040, 	0.002118, 	0.000001, 	2.233126
2080, 	0.000000, 	0.007007, 	0.006185, 	0.000010, 	2.233030
2081, 	0.090000, 	0.017704, 	0.008637, 	0.000093, 	2.232412
2082, 	0.000000, 	-0.003604, 	-0.003541, 	0.000002, 	2.232350
2083, 	0.090000, 	0.071481, 	0.020270, 	0.000514, 	2.232230
2084, 	0.000000, 	-0.009980, 	-0.014343, 	0.000046, 	2.231483
2085, 	0.000000, 	-0.012173, 	-0.017778, 	0.000058, 	2.231365
2086, 	0.100000, 	-0.006071, 	-0.008159, 	0.000023, 	2.230742
2087, 	0.090000, 	-0.014901, 	-0.040444, 	0.000258, 	2.230377
2088, 	0.000000, 	-0.015268, 	-0.037241, 	0.000222, 	2.230573
2089, 	0.100000, 	0.197477, 	0.027222, 	0.001705, 	2.231999
2090, 	0.000000, 	-0.012384, 	-0.019060, 	0.000069, 	2.232199
2091, 	0.090000, 	-0.003665, 	-0.010804, 	0.000074, 	2.232726
2092, 	0.000000, 	0.021283, 	0.016317, 	0.000052, 	2.233455
2093, 	0.000000, 	-0.009211, 	-0.010898, 	0.000019, 	2.234101
2094, 	0.000000, 	-0.003245, 	-0.004814, 	0.000018, 	2.234756
2095, 	0.000000, 	-0.013980, 	-0.015912, 	0.000022, 	2.235295
2096, 	0.000000, 	-0.006272, 	-0.006907, 	0.000009, 	2.235623
2097, 	0.000000, 	-0.009589, 	-0.011061, 	0.000017, 	2.235972
2098, 	0.000000, 	-0.006549, 	-0.007263, 	0.000009, 	2.236297
2099, 	0.000000, 	-0.006342, 	-0.006954, 	0.000008, 	2.236632
2100, 	0.000000, 	0.003027, 	0.002989, 	0.000003, 	2.236908
2101, 	0.000000, 	-0.004415, 	-0.005158, 	0.000010, 	2.237122
2102, 	0.000000, 	-0.000033, 	0.000043, 	0.000001, 	2.237381
2103, 	0.000000, 	0.000234, 	0.000012, 	0.000004, 	2.237667
2104, 	0.000000, 	0.015668, 	0.013901, 	0.000020, 	2.237939
2105, 	0.100000, 	0.009934, 	0.007482, 	0.000027, 	2.238349
2106, 	0.000000, 	-0.006272, 	-0.006801, 	0.000008, 	2.238800
2107, 	0.000000, 	-0.012554, 	-0.014461, 	0.000021, 	2.239114
2108, 	0.000000, 	-0.006827, 	-0.007749, 	0.000011, 	2.239316
2109, 	0.000000, 	-0.007946, 	-0.009136, 	0.000014, 	2.239523
2110, 	0.100000, 	-0.003922, 	-0.005480, 	0.000018, 	2.239382
2111, 	0.000000, 	-0.014980, 	-0.020215, 	0.000055, 	2.238823
2112, 	0.000000, 	-0.009136, 	-0.010635, 	0.000017, 	2.238659
2113, 	0.000000, 	-0.014738, 	-0.031213, 	0.000167, 	2.238656
2114, 	0.100000, 	-0.018039, 	-0.026501, 	0.000087, 	2.238881
2115, 	0.100000, 	0.000079, 	0.000247, 	0.000001, 	2.237577
2116, 	0.000000, 	-0.009753, 	-0.011544, 	0.000020, 	2.237067
2117, 	0.000000, 	-0.008656, 	-0.012463, 	0.000040, 	2.236889
2118, 	0.000000, 	-0.002405, 	-0.002451, 	0.000003, 	2.237157
2119, 	0.000000, 	-0.000192, 	-0.000208, 	0.000002, 	2.237455
2120, 	0.000000, 	0.026482, 	0.021234, 	0.000055, 	2.237774
2121, 	0.000000, 	0.007219, 	0.005473, 	0.000020, 	2.238015
2122, 	0.000000, 	-0.003280, 	-0.004821, 	0.000018, 	2.238098
2123, 	0.100000, 	0.012467, 	0.008576, 	0.000041, 	2.237853
2124, 	0.000000, 	-0.004620, 	-0.004821, 	0.000004, 	2.237529
2125, 	0.000000, 	-0.009134, 	-0.011237, 	0.000023, 	2.237476
2126, 	0.100000, 	0.004113, 	0.003319, 	0.000010, 	2.238624
2127, 	0.000000, 	-0.003050, 	-0.003006, 	0.000002, 	2.239011
2128, 	0.000000, 	-0.013672, 	-0.018903, 	0.000055, 	2.239307
2129, 	0.000000, 	-0.005457, 	-0.006383, 	0.000011, 	2.239537
2130, 	0.000000, 	-0.004678, 	-0.005081, 	0.000006, 	2.239771
2131, 	0.000000, 	-0.002500, 	-0.002819, 	0.000005, 	2.239983
2132, 	0.000000, 	0.001947, 	0.001950, 	0.000002, 	2.240150
2133, 	0.000000, 	-0.000933, 	-0.000977, 	0.000003, 	2.240298
2134, 	0.100000, 	0.019201, 	0.013295, 	0.000061, 	2.240162
2135, 	0.100000, 	-0.007499, 	-0.008633, 	0.000014, 	2.238763
2136, 	0.000000, 	-0.009779, 	-0.011648, 	0.000021, 	2.238201
2137, 	0.000000, 	-0.009884, 	-0.012162, 	0.000025, 	2.237967
2138, 	0.000000, 	0.003916, 	0.003593, 	0.000005, 	2.237917
2139, 	0.000000, 	0.003652, 	-0.000853, 	0.000047, 	2.237936
2140, 	0.000000, 	-0.013921, 	-0.017709, 	0.000040, 	2.238074
2141, 	0.000000, 	-0.004286, 	-0.004839, 	0.000008, 	2.238223
2142, 	0.000000, 	0.010092, 	0.008519, 	0.000018, 	2.238510
2143, 	0.000000, 	-0.006368, 	-0.007421, 	0.000013, 	2.238671
2144, 	0.000000, 	0.008889, 	0.007517, 	0.000016, 	2.238877
2145, 	0.000000, 	-0.004459, 	-0.005586, 	0.000014, 	2.239059
2146, 	0.000000, 	0.003622, 	0.003440, 	0.000004, 	2.239271
2147, 	0.000000, 	-0.006599, 	-0.007243, 	0.000009, 	2.239455
2148, 	0.000000, 	-0.006628, 	-0.007150, 	0.000007, 	2.239666
2149, 	0.000000, 	-0.000783, 	-0.000676, 	0.000001, 	2.239871
2150, 	0.000000, 	0.005595, 	0.005227, 	0.000006, 	2.240028
2151, 	0.100000, 	0.048411, 	0.028822, 	0.000198, 	2.239095
2152, 	0.000000, 	-0.001141, 	-0.001588, 	0.000007, 	2.238088
2153, 	0.000000, 	-0.009438, 	-0.012155, 	0.000029, 	2.237361
2154, 	0.000000, 	0.000623, 	0.000147, 	0.000007, 	2.237081
2155, 	0.000000, 	-0.002325, 	-0.002992, 	0.000009, 	2.236978
2156, 	0.000000, 	-0.008848, 	-0.010528, 	0.000019, 	2.236965
2157, 	0.000000, 	-0.004222, 	-0.007011, 	0.000030, 	2.237066
2158, 	0.000000, 	0.031198, 	0.023559, 	0.000079, 	2.237300
2159, 	0.000000, 	0.006987, 	0.005512, 	0.000017, 	2.237411
2160, 	0.000000, 	-0.007800, 	-0.008663, 	0.000011, 	2.237461
2161, 	0.000000, 	0.002173, 	0.001212, 	0.000012, 	2.237615
2162, 	0.000000, 	0.000154, 	-0.000056, 	0.000004, 	2.237850
2163, 	0.000000, 	-0.000443, 	-0.001382, 	0.000012, 	2.238063
2164, 	0.000000, 	0.000363, 	0.000297, 	0.000003, 	2.238220
2165, 	0.000000, 	-0.010873, 	-0.014020, 	0.000034, 	2.238310
2166, 	0.090000, 	0.015012, 	0.007096, 	0.000081, 	2.237938
2167, 	0.000000, 	0.007794, 	0.006907, 	0.000011, 	2.237587
2168, 	0.000000, 	-0.007852, 	-0.009314, 	0.000017, 	2.237224
2169, 	0.100000, 	0.003036, 	0.002433, 	0.000008, 	2.236776
2170, 	0.000000, 	-0.010971, 	-0.017714, 	0.000070, 	2.236653
2171, 	0.000000, 	-0.006775, 	-0.007604, 	0.000011, 	2.236897
2172, 	0.000000, 	-0.007648, 	-0.012136, 	0.000047, 	2.237239
2173, 	0.000000, 	-0.004911, 	-0.005314, 	0.000006, 	2.237738
2174, 	0.000000, 	-0.007398, 	-0.012545, 	0.000054, 	2.238234
2175, 	0.000000, 	-0.004379, 	-0.008135, 	0.000040, 	2.238828
2176, 	0.000000, 	0.008141, 	0.007235, 	0.000011, 	2.239442
2177, 	0.000000, 	0.002479, 	0.002379, 	0.000003, 	2.239877
2178, 	0.000000, 	0.019633, 	0.015985, 	0.000039, 	2.240211
2179, 	0.000000, 	0.009965, 	0.007628, 	0.000026, 	2.240434
2180, 	0.000000, 	0.040306, 	0.028292, 	0.000122, 	2.240820
2181, 	0.000000, 	-0.001714, 	-0.001789, 	0.000003, 	2.240749
2182, 	0.000000, 	-0.000919, 	-0.001272, 	0.000006, 	2.240808
2183, 	0.000000, 	-0.007381, 	-0.009079, 	0.000019, 	2.240854
2184, 	0.100000, 	0.018160, 	0.016750, 	0.000016, 	2.240831
2185, 	0.000000, 	-0.008629, 	-0.009490, 	0.000011, 	2.241153
2186, 	0.000000, 	0.007516, 	0.006778, 	0.000010, 	2.241476
2187, 	0.000000, 	-0.004139, 	-0.004303, 	0.000004, 	2.241723
2188, 	0.000000, 	-0.010763, 	-0.012860, 	0.000023, 	2.242011
2189, 	0.000000, 	0.000559, 	0.000412, 	0.000004, 	2.242342
2190, 	0.000000, 	-0.000134, 	0.000003, 	0.000001, 	2.242665
2191, 	0.100000, 	0.009037, 	0.007549, 	0.000017, 	2.242321
2192, 	0.000000, 	-0.005101, 	-0.005529, 	0.000007, 	2.241805
2193, 	0.000000, 	-0.001514, 	-0.001634, 	0.000003, 	2.241521
2194, 	0.000000, 	-0.006591, 	-0.007591, 	0.000012, 	2.241336
2195, 	0.100000, 	-0.008805, 	-0.010488, 	0.000019, 	2.239806
2196, 	0.090000, 	-0.005814, 	-0.018135, 	0.000125, 	2.239273
2197, 	0.000000, 	-0.028812, 	-0.050752, 	0.000222, 	2.239549
2198, 	0.000000, 	-0.011554, 	-0.016426, 	0.000051, 	2.239624
2199, 	0.000000, 	-0.013196, 	-0.017764, 	0.000048, 	2.240040
2200, 	0.000000, 	0.013824, 	0.011518, 	0.000025, 	2.240791
2201, 	0.000000, 	0.003072, 	0.002750, 	0.000005, 	2.241043
2202, 	0.000000, 	0.001850, 	0.001882, 	0.000002, 	2.241272
2203, 	0.000000, 	0.000994, 	0.001080, 	0.000001, 	2.241493
2204, 	0.090000, 	0.030848, 	0.016748, 	0.000143, 	2.240768
2205, 	0.000000, 	-0.007713, 	-0.008350, 	0.000009, 	2.239670
2206, 	0.000000, 	-0.006243, 	-0.007819, 	0.000018, 	2.239223
2207, 	0.000000, 	0.002464, 	0.001908, 	0.000008, 	2.238978
2208, 	0.000000, 	-0.006635, 	-0.007727, 	0.000013, 	2.238837
2209, 	0.000000, 	0.019198, 	0.013962, 	0.000055, 	2.238993
2210, 	0.000000, 	-0.001963, 	-0.001865, 	0.000001, 	2.238600
2211, 	0.000000, 	0.000462, 	0.000605, 	0.000001, 	2.238347
2212, 	0.000000, 	-0.002802, 	-0.002777, 	0.000002, 	2.238146
2213, 	0.000000, 	-0.005065, 	-0.005289, 	0.000004, 	2.238053
2214, 	0.000000, 	-0.004469, 	-0.004588, 	0.000003, 	2.238067
2215, 	0.000000, 	0.000279, 	0.000081, 	0.000004, 	2.238141
2216, 	0.000000, 	-0.010024, 	-0.012417, 	0.000026, 	2.238260
2217, 	0.100000, 	0.007186, 	0.005672, 	0.000017, 	2.238039
2218, 	0.000000, 	-0.010344, 	-0.011645, 	0.000015, 	2.237677
2219, 	0.000000, 	-0.005840, 	-0.006539, 	0.000009, 	2.237501
2220, 	0.000000, 	-0.000168, 	-0.000569, 	0.000006, 	2.237446
2221, 	0.090000, 	0.004096, 	-0.001333, 	0.000057, 	2.236816
2222, 	0.000000, 	-0.005630, 	-0.006311, 	0.000009, 	2.236537
2223, 	0.000000, 	0.002464, 	0.001433, 	0.000013, 	2.236367
2224, 	0.000000, 	-0.001487, 	-0.003717, 	0.000025, 	2.236355
2225, 	0.000000, 	-0.005126, 	-0.006766, 	0.000019, 	2.236484
2226, 	0.000000, 	-0.004664, 	-0.005218, 	0.000008, 	2.236725
2227, 	0.000000, 	-0.007015, 	-0.009138, 	0.000023, 	2.236984
2228, 	0.000000, 	-0.003198, 	-0.003401, 	0.000004, 	2.237263
2229, 	0.000000, 	-0.006505, 	-0.007256, 	0.000010, 	2.237558
2230, 	0.000000, 	-0.005145, 	-0.005703, 	0.000008, 	2.237843
2231, 	0.000000, 	-0.002585, 	-0.002895, 	0.000005, 	2.238087
2232, 	0.000000, 	0.006709, 	0.005687, 	0.000012, 	2.238268
2233, 	0.100000, 	-0.009890, 	-0.012237, 	0.000026, 	2.237769
2234, 	0.000000, 	-0.003710, 	-0.003759, 	0.000003, 	2.237533
2235, 	0.090000, 	-0.006000, 	-0.008940, 	0.000032, 	2.237520
2236, 	0.000000, 	-0.003247, 	-0.004103, 	0.000011, 	2.238073
2237, 	0.000000, 	-0.009266, 	-0.022612, 	0.000136, 	2.238640
2238, 	0.000000, 	-0.003936, 	-0.004480, 	0.000008, 	2.239356
2239, 	0.000000, 	0.001905, 	0.000949, 	0.000012, 	2.239969
2240, 	0.000000, 	-0.002834, 	-0.004888, 	0.000023, 	2.240412
2241, 	0.090000, 	-0.009163, 	-0.010594, 	0.000017, 	2.241070
2242, 	0.090000, 	-0.000567, 	-0.006050, 	0.000057, 	2.241049
2243, 	0.000000, 	-0.012913, 	-0.016538, 	0.000038, 	2.241044
2244, 	0.000000, 	0.020648, 	-0.068535, 	0.000894, 	2.241008
2245, 	0.000000, 	-0.016391, 	-0.023348, 	0.000072, 	2.241170
2246, 	0.100000, 	-0.004385, 	-0.006324, 	0.000022, 	2.239996
2247, 	0.000000, 	-0.010819, 	-0.017903, 	0.000073, 	2.239998
2248, 	0.000000, 	-0.008919, 	-0.014281, 	0.000056, 	2.240220
2249, 	0.000000, 	-0.008127, 	-0.011844, 	0.000039, 	2.240508
2250, 	0.100000, 	-0.010950, 	-0.014502, 	0.000038, 	2.240506
2251, 	0.000000, 	-0.005102, 	-0.010474, 	0.000056, 	2.240552
2252, 	0.000000, 	-0.006776, 	-0.007852, 	0.000013, 	2.240838
2253, 	0.000000, 	-0.008551, 	-0.009705, 	0.000014, 	2.241082
2254, 	0.000000, 	-0.006070, 	-0.008023, 	0.000022, 	2.241341
2255, 	0.000000, 	-0.001776, 	-0.002435, 	0.000009, 	2.241778
2256, 	0.000000, 	0.001420, 	0.001032, 	0.000006, 	2.242093
2257, 	0.000000, 	0.003489, 	0.000824, 	0.000029, 	2.242260
2258, 	0.100000, 	0.010862, 	0.007695, 	0.000034, 	2.242233
2259, 	0.000000, 	-0.011048, 	-0.012504, 	0.000017, 	2.242107
2260, 	0.000000, 	-0.013063, 	-0.017447, 	0.000046, 	2.242035
2261, 	0.100000, 	-0.002406, 	-0.002251, 	0.000001, 	2.240999
2262, 	0.100000, 	-0.002578, 	-0.002747, 	0.000004, 	2.239530
2263, 	0.000000, 	-0.017010, 	-0.030157, 	0.000134, 	2.239337
2264, 	0.000000, 	-0.010732, 	-0.019328, 	0.000088, 	2.239491
2265, 	0.000000, 	-0.011646, 	-0.015632, 	0.000042, 	2.239996
2266, 	0.000000, 	-0.011545, 	-0.013391, 	0.000021, 	2.240535
2267, 	0.000000, 	-0.000455, 	-0.001065, 	0.000008, 	2.240888
2268, 	0.000000, 	-0.004140, 	-0.006070, 	0.000022, 	2.241273
2269, 	0.100000, 	0.014539, 	0.011879, 	0.000029, 	2.240686
2270, 	0.090000, 	0.018081, 	0.012628, 	0.000057, 	2.239997
2271, 	0.000000, 	0.010803, 	0.005609, 	0.000054, 	2.239492
2272, 	0.000000, 	0.010484, 	-0.007772, 	0.000185, 	2.239130
2273, 	0.000000, 	-0.004121, 	-0.025278, 	0.000214, 	2.239362
2274, 	0.000000, 	-0.010721, 	-0.016246, 	0.000057, 	2.240088
2275, 	0.000000, 	-0.011365, 	-0.015046, 	0.000039, 	2.240807
2276, 	0.000000, 	0.010516, 	0.009248, 	0.000015, 	2.241650
2277, 	0.000000, 	-0.008585, 	-0.010478, 	0.000021, 	2.242170
2278, 	0.000000, 	-0.002020, 	-0.002181, 	0.000004, 	2.242665
2279, 	0.000000, 	-0.003255, 	-0.004019, 	0.000010, 	2.243074
2280, 	0.000000, 	0.003875, 	0.003617, 	0.000005, 	2.243378
2281, 	0.000000, 	0.006036, 	0.005587, 	0.000007, 	2.243583
2282, 	0.000000, 	0.038636, 	0.026806, 	0.000121, 	2.243838
2283, 	0.000000, 	0.009256, 	0.007997, 	0.000015, 	2.243711
2284, 	0.090000, 	0.029617, 	0.010757, 	0.000191, 	2.243259
2285, 	0.000000, 	-0.008611, 	-0.010257, 	0.000019, 	2.242783
2286, 	0.100000, 	0.003232, 	-0.066024, 	0.000695, 	2.242603
2287, 	0.000000, 	-0.008938, 	-0.012865, 	0.000042, 	2.243530
2288, 	0.000000, 	-0.010865, 	-0.016187, 	0.000055, 	2.244507
2289, 	0.000000, 	-0.010856, 	-0.024913, 	0.000143, 	2.245411
2290, 	0.000000, 	-0.009954, 	-0.013625, 	0.000039, 	2.246431
2291, 	0.000000, 	-0.004905, 	-0.007839, 	0.000032, 	2.247241
2292, 	0.000000, 	-0.010223, 	-0.013363, 	0.000034, 	2.247703
2293, 	0.000000, 	-0.006481, 	-0.008222, 	0.000020, 	2.248145
2294, 	0.000000, 	-0.007100, 	-0.009063, 	0.000022, 	2.248491
2295, 	0.000000, 	0.003711, 	0.003419, 	0.000005, 	2.248753
2296, 	0.000000, 	-0.006851, 	-0.007510, 	0.000009, 	2.249003
2297, 	0.000000, 	0.002547, 	0.002542, 	0.000002, 	2.249200
2298, 	0.000000, 	0.011311, 	-0.045530, 	0.000571, 	2.249189
2299, 	0.000000, 	-0.003369, 	-0.003434, 	0.000003, 	2.249123
2300, 	0.000000, 	-0.002208, 	-0.002403, 	0.000004, 	2.249086
2301, 	0.090000, 	0.011452, 	0.003808, 	0.000079, 	2.248906
2302, 	0.000000, 	-0.002869, 	-0.003515, 	0.000009, 	2.248824
2303, 	0.000000, 	0.001071, 	0.001118, 	0.000002, 	2.248903
2304, 	0.000000, 	0.002716, 	0.002597, 	0.000003, 	2.248942
2305, 	0.100000, 	0.004896, 	0.003234, 	0.000019, 	2.248520
2306, 	0.100000, 	-0.009534, 	-0.028985, 	0.000197, 	2.248092
2307, 	0.100000, 	0.036526, 	-0.067700, 	0.001045, 	2.248313
2308, 	0.000000, 	-0.013458, 	-0.025691, 	0.000125, 	2.248301
2309, 	0.090000, 	-0.020657, 	-0.027537, 	0.000071, 	2.249118
2310, 	0.000000, 	-0.012493, 	-0.017159, 	0.000049, 	2.249104
2311, 	0.000000, 	-0.012261, 	-0.018966, 	0.000069, 	2.249179
2312, 	0.090000, 	0.014271, 	0.012538, 	0.000020, 	2.249050
2313, 	0.000000, 	-0.006848, 	-0.011930, 	0.000053, 	2.248781
2314, 	0.000000, 	0.006520, 	0.002068, 	0.000047, 	2.248730
2315, 	0.000000, 	-0.007682, 	-0.010320, 	0.000029, 	2.248641
2316, 	0.000000, 	-0.004301, 	-0.006021, 	0.000019, 	2.248545
2317, 	0.000000, 	0.021539, 	0.017495, 	0.000043, 	2.248662
2318, 	0.000000, 	0.004250, 	0.004023, 	0.000005, 	2.248711
2319, 	0.100000, 	0.012199, 	0.010568, 	0.000019, 	2.248736
2320, 	0.090000, 	0.006770, 	-0.000673, 	0.000077, 	2.248702
2321, 	0.000000, 	-0.011407, 	-0.014491, 	0.000033, 	2.248633
2322, 	0.000000, 	-0.013732, 	-0.019296, 	0.000058, 	2.248659
2323, 	0.000000, 	-0.010261, 	-0.014481, 	0.000044, 	2.248843
2324, 	0.000000, 	-0.004037, 	-0.008705, 	0.000049, 	2.249252
2325, 	0.090000, 	0.011284, 	0.007929, 	0.000036, 	2.249613
2326, 	0.000000, 	-0.000124, 	-0.001944, 	0.000020, 	2.249499
2327, 	0.000000, 	-0.009810, 	-0.014335, 	0.000047, 	2.249434
2328, 	0.000000, 	-0.012237, 	-0.017067, 	0.000051, 	2.249416
2329, 	0.000000, 	-0.006651, 	-0.007878, 	0.000015, 	2.249319
2330, 	0.000000, 	-0.007353, 	-0.008489, 	0.000014, 	2.249287
2331, 	0.000000, 	-0.008405, 	-0.010309, 	0.000021, 	2.249374
2332, 	0.000000, 	-0.006965, 	-0.008054, 	0.000013, 	2.249618
2333, 	0.000000, 	0.001051, 	0.000978, 	0.000003, 	2.249914
2334, 	0.000000, 	-0.016514, 	-0.033318, 	0.000170, 	2.250169
2335, 	0.000000, 	0.000718, 	0.000827, 	0.000001, 	2.250285
2336, 	0.100000, 	0.011048, 	0.009533, 	0.000017, 	2.250440
2337, 	0.000000, 	0.001143, 	0.001018, 	0.000004, 	2.250551
2338, 	0.100000, 	0.010493, 	0.009023, 	0.000017, 	2.250062
2339, 	0.000000, 	-0.007856, 	-0.008914, 	0.000013, 	2.249741
2340, 	0.000000, 	-0.008106, 	-0.009531, 	0.000017, 	2.249614
2341, 	0.000000, 	-0.004978, 	-0.005233, 	0.000005, 	2.249682
2342, 	0.000000, 	-0.004123, 	-0.004299, 	0.000004, 	2.249707
2343, 	0.000000, 	-0.007742, 	-0.008713, 	0.000012, 	2.249780
2344, 	0.000000, 	0.038926, 	0.029920, 	0.000092, 	2.250142
2345, 	0.000000, 	-0.004368, 	-0.004432, 	0.000003, 	2.250594
2346, 	0.000000, 	-0.008878, 	-0.010580, 	0.000019, 	2.250920
2347, 	0.000000, 	-0.021706, 	-0.040407, 	0.000189, 	2.251283
2348, 	0.000000, 	0.003301, 	0.002786, 	0.000007, 	2.251399
2349, 	0.000000, 	0.004520, 	0.004042, 	0.000007, 	2.251434
2350, 	0.000000, 	-0.007023, 	-0.007587, 	0.000008, 	2.251367
2351, 	0.100000, 	-0.009128, 	-0.011393, 	0.000025, 	2.250689
2352, 	0.100000, 	-0.005557, 	-0.006391, 	0.000011, 	2.249119
2353, 	0.000000, 	-0.012428, 	-0.017665, 	0.000055, 	2.248814
2354, 	0.000000, 	-0.015237, 	-0.021410, 	0.000064, 	2.248928
2355, 	0.000000, 	-0.012063, 	-0.015913, 	0.000041, 	2.249211
2356, 	0.090000, 	0.009529, 	0.005110, 	0.000046, 	2.248798
2357, 	0.000000, 	-0.009126, 	-0.011010, 	0.000021, 	2.248426
2358, 	0.000000, 	-0.000507, 	-0.001551, 	0.000013, 	2.248247
2359, 	0.000000, 	-0.006024, 	-0.008574, 	0.000028, 	2.248233
2360, 	0.000000, 	-0.002778, 	-0.003513, 	0.000010, 	2.248245
2361, 	0.000000, 	-0.000650, 	-0.002339, 	0.000019, 	2.248397
2362, 	0.000000, 	-0.003113, 	-0.003234, 	0.000003, 	2.248468
